chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
,,209046,0,0,0,0,0,3,2.5,2.0,3,Callum,3.0,434,False,,,55,209046.jpg,3.0,Hudson-Odoi,3.5,False,,a,16,17,3,10509,10509,12434,12434,0.5,0.5,Hudson-Odoi,71,0,0,1,0,0,0,0,0,0,0,0,13,12.2,41.7,28.0,8.2,1,0.07,0.20,0.27,0.63,134,47,11,9,26,18,18,12,4.0,,,,,,0.09,0.0,0.25,0.34,0.8,0.0,135,81,76,30,76,30,97,31,1.27,1.27
,,244930,0,0,0,0,0,3,1.5,1.0,0,Alex,0.0,435,False,,,45,244930.jpg,0.0,Mighten,0.0,False,,a,16,17,0,186,186,305,305,0.0,0.0,Mighten,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,412,146,416,153,358,119,423,149,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,438,220,422,151,422,151,524,213,0.0,0.0
,,575476,0,0,0,0,0,2,2.4,1.9,2,Murillo,2.0,436,False,,,45,575476.jpg,2.0,Santiago Costa dos Santos,0.5,False,,a,16,17,2,1080,1080,1697,1697,0.4,0.4,Murillo,90,0,0,0,1,0,0,0,0,0,0,0,14,19.8,1.0,0.0,2.1,1,0.00,0.00,0.00,1.22,69,21,216,65,441,178,175,52,,,,,,,0.0,0.0,0.0,0.0,1.22,1.0,533,150,119,45,119,45,243,90,1.0,0.0
,,215136,0,0,0,0,0,2,2.4,1.9,1,Neco,1.0,437,False,,,45,215136.jpg,1.0,Williams,0.5,False,,a,16,17,1,1696,1696,1871,1871,0.2,0.2,N.Williams,90,0,0,0,1,0,0,0,1,0,0,0,9,21.8,30.9,6.0,5.9,1,0.03,0.13,0.16,1.22,61,16,24,3,111,24,41,2,,,3.0,,,,0.03,0.0,0.13,0.16,1.22,1.0,406,98,195,68,195,68,242,89,1.0,0.0
,,204822,0,0,0,0,0,2,2.4,1.9,0,Omar,0.0,438,False,,,45,204822.jpg,0.0,Richards,0.1,False,,a,16,17,0,29,29,503,503,0.0,0.0,O.Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,389,162,391,161,326,134,400,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,397,91,397,157,397,157,492,181,0.0,0.0
0.0,0.0,243345,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,439,False,On loan to Los Angeles Football Club for the rest of the season,2024-08-01T07:01:57.624673Z,50,243345.jpg,0.0,O'Brien,0.0,False,,u,16,17,0,0,0,29,29,0.0,0.0,O'Brien,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,520,225,532,231,499,205,532,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,257,165,532,229,532,229,615,276,0.0,0.0
,,466404,0,0,0,0,0,2,2.4,1.9,0,Andrew,0.0,440,False,,,45,466404.jpg,0.0,Omobamidele,0.1,False,,a,16,17,0,21,21,516,516,0.0,0.0,Omobamidele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,432,180,437,181,386,167,443,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,469,135,443,178,443,178,475,175,0.0,0.0
0.0,0.0,209035,0,0,0,0,0,2,0.0,0.0,0,Jonathan,0.0,441,False,On a season long loan to Rio Ave,2024-07-18T09:44:17.568948Z,40,209035.jpg,0.0,Panzo,0.0,False,,u,16,17,0,0,0,23,23,0.0,0.0,Panzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,308,110,298,105,223,70,319,111,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,571,169,315,103,315,103,614,203,0.0,0.0
,,210462,0,0,0,0,0,3,1.5,1.0,2,Ibrahim,2.0,442,False,,,45,210462.jpg,2.0,Sangaré,2.3,False,,a,16,17,2,20906,20906,8443,8443,0.4,0.4,Sangaré,90,0,0,0,1,0,0,0,0,0,0,0,13,14.8,2.5,4.0,2.1,1,0.00,0.01,0.01,1.22,106,36,165,108,136,75,171,90,,,,,,,0.0,0.0,0.01,0.01,1.22,1.0,401,216,107,46,107,46,124,42,1.0,0.0
,,85633,0,0,0,0,0,1,2.7,2.2,3,Matz,3.0,443,False,,,45,85633.jpg,3.0,Sels,1.2,False,,a,16,17,3,8011,8011,3609,3609,0.7,0.7,Sels,90,0,0,0,1,0,0,0,0,0,3,0,13,23.8,0.0,0.0,2.4,1,0.00,0.00,0.00,1.22,53,12,357,36,288,36,152,12,,,,,,,0.0,3.0,0.0,0.0,1.22,1.0,345,18,65,9,65,9,173,23,1.0,0.0
,,114241,0,0,0,0,0,2,2.4,1.9,1,Harry,1.0,444,False,,,45,114241.jpg,1.0,Toffolo,0.1,False,,a,16,17,1,55,55,434,434,0.2,0.2,Toffolo,36,0,0,0,1,0,0,0,0,0,0,0,0,9.6,3.0,6.0,1.9,0,0.02,0.01,0.03,0.67,162,65,152,36,110,23,185,55,3.0,,,,,,0.05,0.0,0.02,0.07,1.68,2.5,365,68,191,64,191,64,465,172,0.0,0.0
,,224068,0,0,0,0,0,1,1.5,1.0,0,Matt,0.0,445,False,,,40,224068.jpg,0.0,Turner,19.3,False,,a,16,17,0,17960,17960,32342,32342,0.0,0.0,Turner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,313,35,304,16,230,16,324,35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,579,54,322,36,322,36,16,2,0.0,0.0
,,201440,0,0,0,0,0,4,1.5,1.0,0,Hwang,0.0,446,False,,,45,201440.jpg,0.0,Ui-jo,1.6,False,,a,16,17,0,13282,13282,9488,9488,0.0,0.0,Ui-jo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,387,28,389,35,324,32,398,35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,395,64,395,36,395,36,153,27,0.0,0.0
,,60689,0,0,0,0,0,4,2.5,2.0,9,Chris,9.0,447,False,,,60,60689.jpg,9.0,Wood,6.4,False,,a,16,17,9,80813,80813,16053,16053,1.5,1.5,Wood,71,1,0,1,0,0,0,0,0,0,0,3,30,32.2,5.7,21.0,5.9,1,0.71,0.02,0.73,0.63,27,8,130,14,46,13,44,8,,,,,,,0.9,0.0,0.03,0.93,0.8,0.0,70,20,11,4,11,4,61,9,1.27,1.27
,,208912,0,0,0,0,0,2,2.4,1.9,0,Joe,0.0,448,False,,,45,208912.jpg,0.0,Worrall,0.1,False,,a,16,17,0,25,25,548,548,0.0,0.0,Worrall,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,391,164,393,163,328,136,402,165,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,93,399,159,399,159,488,179,0.0,0.0
,,204968,0,0,0,0,0,3,2.1,1.6,7,Ryan,7.0,449,False,,,50,204968.jpg,7.0,Yates,0.2,False,,a,16,17,7,10839,10839,1801,1801,1.4,1.4,Yates,75,0,1,0,1,0,0,0,0,0,0,2,29,12.4,16.9,36.0,6.5,0,0.24,0.03,0.27,0.94,128,45,55,44,15,8,36,29,,,,,,,0.29,0.0,0.04,0.33,1.13,1.2,232,149,27,11,27,11,334,112,0.0,0.0
,,227444,0,0,0,0,0,2,2.4,1.9,0,Nikola,0.0,573,False,,,45,227444.jpg,0.0,Milenković,0.2,False,,a,16,17,0,140,140,1500,1500,0.0,0.0,Milenković,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,400,172,403,171,343,148,411,173,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,420,110,409,168,409,168,363,135,0.0,0.0
,,510500,0,0,0,0,0,3,2.7,2.2,0,João Pedro,0.0,596,False,,,60,510500.jpg,0.0,Ferreira Silva,0.1,False,,a,16,17,0,533,533,1767,1767,0.0,0.0,Jota Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,599,268,604,269,598,265,604,269,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95,58,601,270,601,270,426,153,0.0,0.0
,,502222,0,0,0,0,0,3,2.5,2.0,0,Ramón,0.0,620,False,,,55,502222.jpg,0.0,Sosa,0.0,False,,a,16,17,0,41,41,3,3,0.0,0.0,Sosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,586,262,592,263,582,256,592,263,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,165,100,589,264,589,264,618,277,0.0,0.0
,,433979,0,0,0,0,0,4,0.9,0.4,1,Cameron,1.0,27,False,,,50,433979.jpg,1.0,Archer,1.3,False,,a,17,20,1,7314,5945,8585,7074,0.2,0.2,Archer,19,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.1,22.0,2.3,0,0.19,0.00,0.19,0.00,270,24,267,32,41,12,161,17,,,,,,,0.9,0.0,0.0,0.9,0.0,0.0,270,52,239,22,239,22,166,30,0.0,0.0
,,503714,0,0,0,0,0,3,0.5,0.0,0,Lesley,0.0,188,False,,,45,503714.jpg,0.0,Ugochukwu,0.3,False,,a,17,20,0,2689,2689,2136,2136,0.0,0.0,Ugochukwu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,454,176,460,183,414,150,465,179,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,501,253,465,181,465,181,295,96,0.0,0.0
,,502697,0,0,0,0,0,3,1.1,0.6,1,Carlos,1.0,450,False,,,50,502697.jpg,1.0,Alcaraz Durán,0.1,False,,a,17,20,1,349,349,755,755,0.2,0.2,Alcaraz,9,0,0,0,0,0,0,0,0,0,0,0,4,8.4,15.9,19.0,4.3,0,0.07,0.03,0.10,0.00,178,74,65,52,47,30,74,50,,,,,2.0,,0.7,0.0,0.3,1.0,0.0,0.0,308,197,253,118,253,118,437,155,0.0,0.0
,,499724,0,0,0,0,0,3,0.5,0.0,1,Samuel,1.0,451,False,,,45,499724.jpg,1.0,Amo-Ameyaw,0.1,False,,a,17,20,1,1476,1476,707,707,0.2,0.2,Amo-Ameyaw,9,0,0,0,0,0,0,0,0,0,0,0,4,4.0,15.0,6.0,2.5,0,0.02,0.13,0.15,0.00,231,106,73,56,113,67,149,85,,,,,,,0.2,0.0,1.3,1.5,0.0,0.0,500,252,211,92,211,92,424,152,0.0,0.0
,,193204,0,0,0,0,0,3,1.1,0.6,2,Joe,2.0,452,False,,,50,193204.jpg,2.0,Aribo,0.1,False,,a,17,20,2,577,577,366,366,0.4,0.4,Aribo,69,0,0,0,1,0,0,0,0,0,0,0,18,14.8,27.9,9.0,5.2,1,0.05,0.44,0.49,0.25,108,37,28,25,82,53,56,42,,,,,,,0.07,0.0,0.57,0.64,0.33,1.3,219,139,128,55,128,55,502,195,1.3,0.0
,,155511,0,0,0,0,0,4,1.2,0.7,2,Adam,2.0,453,False,,,55,155511.jpg,2.0,Armstrong,1.7,False,,a,17,20,2,9528,9528,8604,8604,0.4,0.4,Armstrong,90,0,0,0,1,0,0,0,0,0,0,0,5,7.8,12.9,37.0,5.8,1,0.71,0.08,0.79,0.25,184,13,90,9,14,6,46,9,,,,,1.0,,0.71,0.0,0.08,0.79,0.25,1.0,121,33,150,11,150,11,150,25,1.0,0.0
,,456350,0,0,0,0,0,1,1.7,1.2,0,Gavin,0.0,454,False,,,45,456350.jpg,0.0,Bazunu,0.3,False,,a,17,20,0,360,360,2004,2004,0.0,0.0,Bazunu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,424,61,428,51,376,51,435,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,459,33,435,61,435,61,301,44,0.0,0.0
,,171771,0,0,0,0,0,2,0.5,0.0,2,Jan,2.0,455,False,,,40,171771.jpg,2.0,Bednarek,1.6,False,,a,17,20,2,37503,37503,5703,5703,0.5,0.5,Bednarek,80,0,0,0,1,0,0,0,0,0,0,0,13,18.4,12.7,2.0,3.3,1,0.00,0.03,0.03,0.25,80,26,94,16,161,42,100,18,,,,,,,0.0,0.0,0.03,0.03,0.28,1.12,561,162,91,27,91,27,152,56,1.12,0.0
,,477386,0,0,0,0,0,2,0.5,0.0,0,Armel,0.0,456,False,,,40,477386.jpg,0.0,Bella-Kotchap,0.3,False,,a,17,20,0,738,738,1481,1481,0.0,0.0,Bella-Kotchap,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,333,123,324,119,250,85,344,124,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,187,342,118,342,118,292,110,0.0,0.0
,,184386,0,0,0,0,0,2,0.5,0.0,0,James,0.0,457,False,,,40,184386.jpg,0.0,Bree,0.2,False,,a,17,20,0,359,359,815,815,0.0,0.0,Bree,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,301,105,291,100,216,65,312,106,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,564,164,309,99,309,99,389,146,0.0,0.0
,,463210,0,0,0,0,0,3,0.5,0.0,0,Shea,0.0,458,False,,,45,463210.jpg,0.0,Charles,0.1,False,,a,17,20,0,314,314,540,540,0.0,0.0,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,429,158,434,165,383,131,440,161,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,466,232,440,163,440,163,459,166,0.0,0.0
,,490503,0,0,0,0,0,3,1.1,0.6,0,Samuel,0.0,459,False,,,50,490503.jpg,0.0,Edozie,0.0,False,,a,17,20,0,93,93,239,239,0.0,0.0,Edozie,45,0,0,0,0,0,0,0,1,0,0,0,0,6.8,18.5,16.0,4.1,0,0.00,0.15,0.15,0.00,199,86,51,41,62,37,82,55,,,,,,,0.0,0.0,0.3,0.3,0.0,0.0,301,193,550,240,550,240,562,242,0.0,0.0
,,500926,0,0,0,0,0,2,0.5,0.0,0,Ronnie,0.0,460,False,,,40,500926.jpg,0.0,Edwards,0.2,False,,a,17,20,0,389,389,821,821,0.0,0.0,Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,337,125,328,121,254,87,348,126,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,605,189,346,120,346,120,374,141,0.0,0.0
,,245719,0,0,0,0,0,2,0.5,0.0,1,Taylor,1.0,461,False,,,40,245719.jpg,1.0,Harwood-Bellis,10.5,False,,a,17,20,1,25667,25667,13333,13333,0.2,0.2,Harwood-Bellis,90,0,0,0,1,0,0,0,1,0,0,0,6,17.6,14.0,6.0,3.8,1,0.00,0.02,0.02,0.25,88,30,83,14,107,20,83,11,,,,,,,0.0,0.0,0.02,0.02,0.25,1.0,583,178,180,54,180,54,39,12,1.0,0.0
0.0,0.0,504783,0,0,0,0,0,3,0.0,0.0,0,Kamaldeen,0.0,462,False,Ankle injury - Expected back 31 Aug,2024-08-05T15:00:04.500770Z,50,504783.jpg,0.0,Sulemana,0.0,False,,i,17,20,0,7,7,85,85,0.0,0.0,Kamaldeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,544,238,556,244,534,228,556,241,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,310,199,553,242,553,242,606,269,0.0,0.0
0.0,0.0,39155,0,0,0,0,0,3,0.0,0.0,0,Adam,0.0,463,False,Lack of match fitness - Expected back 31 Aug,2024-08-15T14:30:06.184270Z,50,39155.jpg,0.0,Lallana,0.0,False,,i,17,20,0,15,15,707,707,0.0,0.0,Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,485,200,490,206,448,175,496,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,177,110,497,204,497,204,559,241,0.0,0.0
0.0,0.0,515571,0,0,0,0,0,2,0.0,0.0,0,Juan,0.0,464,False,Lack of match fitness - Expected back 31 Aug,2024-08-16T11:00:06.405628Z,40,515571.jpg,0.0,Larios López,0.1,False,,i,17,20,0,37,37,1143,1143,0.0,0.0,Larios,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,342,129,333,125,260,92,353,130,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,611,194,351,124,351,124,486,178,0.0,0.0
,,200428,0,0,0,0,0,1,0.5,0.0,0,Mateusz,0.0,465,False,,,40,200428.jpg,0.0,Lis,0.3,False,,a,17,20,0,586,586,485,485,0.0,0.0,Lis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,306,31,296,12,221,12,317,31,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,569,50,313,32,313,32,317,48,0.0,0.0
,,167888,0,0,0,0,0,1,0.5,0.0,0,Joe,0.0,466,False,,,40,167888.jpg,0.0,Lumley,0.3,False,,a,17,20,0,472,472,418,418,0.0,0.0,Lumley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,297,28,287,9,212,9,308,28,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,558,47,305,29,305,29,311,45,0.0,0.0
,,204863,0,0,0,0,0,2,1.4,0.9,0,Ryan,0.0,467,False,,,45,204863.jpg,0.0,Manning,0.1,False,,a,17,20,0,58,58,569,569,0.0,0.0,Manning,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,390,163,392,162,327,135,401,164,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,398,92,398,158,398,158,470,173,0.0,0.0
,,476888,0,0,0,0,0,4,0.9,0.4,0,Sékou,0.0,468,False,,,50,476888.jpg,0.0,Mara,0.1,False,,a,17,20,0,284,284,955,955,0.0,0.0,Mara,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,534,43,547,51,523,47,546,50,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,290,55,545,51,545,51,454,63,0.0,0.0
,,58376,0,0,0,0,0,1,1.7,1.2,2,Alex,2.0,469,False,,,45,58376.jpg,2.0,McCarthy,0.2,False,,a,17,20,2,1325,1325,681,681,0.4,0.4,McCarthy,90,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,0.00,0.00,0.00,0.25,356,49,348,31,279,31,367,49,,,,,,,0.0,0.0,0.0,0.0,0.25,1.0,335,13,93,13,93,13,373,55,1.0,0.0
,,147611,0,0,0,0,0,4,0.9,0.4,0,Paul,0.0,470,False,,,50,147611.jpg,0.0,Onuachu,0.1,False,,a,17,20,0,411,411,1075,1075,0.0,0.0,Onuachu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,493,37,502,44,462,41,504,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,197,47,506,45,506,45,434,57,0.0,0.0
,,214466,0,0,0,0,0,3,1.1,0.6,2,Will,2.0,471,False,,,50,214466.jpg,2.0,Smallbone,0.1,False,,a,17,20,2,285,285,278,278,0.4,0.4,Smallbone,90,0,0,0,1,0,0,0,0,0,0,0,13,4.8,7.7,28.0,4.1,1,0.31,0.25,0.56,0.25,221,99,119,80,25,17,81,54,2.0,,1.0,,,,0.31,0.0,0.25,0.56,0.25,1.0,239,153,133,60,133,60,505,197,1.0,0.0
,,88900,0,0,0,0,0,2,0.5,0.0,1,Jack,1.0,472,False,,,40,88900.jpg,1.0,Stephens,0.3,False,,a,17,20,1,3506,3506,1141,1141,0.2,0.2,Stephens,90,0,0,0,1,0,0,0,1,0,0,0,6,12.2,16.6,4.0,3.3,1,0.00,0.04,0.04,0.25,130,55,57,7,133,34,99,17,,,,,,,0.0,0.0,0.04,0.04,0.25,1.0,546,152,175,49,175,49,303,113,1.0,0.0
0.0,0.0,230348,0,0,0,0,0,4,0.0,0.0,0,Ross,0.0,473,False,Lack of match fitness - Expected back 31 Aug,2024-08-15T14:30:06.197749Z,45,230348.jpg,0.0,Stewart,0.6,False,,i,17,20,0,666,666,5883,5883,0.0,0.0,Stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,402,29,405,36,346,33,413,36,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,423,65,411,37,411,37,221,36,0.0,0.0
,,219279,0,0,0,0,0,2,1.4,0.9,1,Sugawara,1.0,474,False,,,45,219279.jpg,1.0,Yukinari,0.2,False,,a,17,20,1,426,426,608,608,0.2,0.2,Sugawara,45,0,0,0,1,0,0,0,0,0,0,0,6,6.0,15.1,2.0,2.3,1,0.00,0.22,0.22,0.25,208,83,71,10,167,48,160,44,,,,,,,0.0,0.0,0.44,0.44,0.5,2.0,407,99,196,69,196,69,396,148,2.0,0.0
,,103914,0,0,0,0,0,2,0.5,0.0,0,Charlie,0.0,475,False,,,40,103914.jpg,0.0,Taylor,5.5,False,,a,17,20,0,4973,4973,18353,18353,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,290,99,280,94,205,59,301,100,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,550,155,298,93,298,93,69,24,0.0,0.0
,,158534,0,0,0,0,0,2,1.4,0.9,2,Kyle,2.0,476,False,,,45,158534.jpg,2.0,Walker-Peters,0.5,False,,a,17,20,2,1671,1671,1482,1482,0.4,0.4,Walker-Peters,80,0,0,0,1,0,0,0,0,0,0,0,8,2.0,10.9,8.0,2.1,1,0.06,0.08,0.14,0.25,257,92,103,21,87,12,170,48,,,,,,,0.07,0.0,0.09,0.16,0.28,1.12,374,72,100,31,100,31,251,93,1.12,0.0
,,244845,0,0,0,0,0,2,0.5,0.0,0,Nathan,0.0,477,False,,,40,244845.jpg,0.0,Wood-Gordon,1.3,False,,a,17,20,0,6017,6017,5041,5041,0.0,0.0,Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,316,115,307,111,233,77,327,116,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,582,177,325,110,325,110,170,63,0.0,0.0
,,220585,0,0,0,0,0,3,1.1,0.6,2,Flynn,2.0,518,False,,,50,220585.jpg,2.0,Downes,0.1,False,,a,17,20,2,195,195,285,285,0.4,0.4,Downes,90,0,0,0,1,0,0,0,0,0,0,0,12,19.4,43.3,7.0,7.0,1,0.11,0.10,0.21,0.25,73,26,9,7,101,63,31,24,,,,,,,0.11,0.0,0.1,0.21,0.25,1.0,244,157,134,61,134,61,496,189,1.0,0.0
,,204814,0,0,0,0,0,3,1.5,1.0,1,Ben,1.0,584,False,,,55,204814.jpg,1.0,Brereton Díaz,0.7,False,,a,17,20,1,3352,3352,3533,3533,0.2,0.2,Brereton Díaz,70,0,0,0,1,0,0,0,1,0,0,0,-2,2.6,14.0,16.0,3.3,1,0.30,0.02,0.32,0.25,246,117,85,63,63,38,106,66,,,,,,,0.39,0.0,0.03,0.42,0.32,1.29,132,78,265,128,265,128,209,70,1.29,0.0
,,496661,0,0,0,0,0,3,0.5,0.0,1,Tyler,1.0,608,False,,,45,496661.jpg,1.0,Dibling,0.0,False,,a,17,20,1,845,845,296,296,0.2,0.2,Dibling,20,0,0,0,0,0,0,0,0,0,0,0,6,2.8,12.3,0.0,1.5,0,0.00,0.02,0.02,0.00,245,116,97,70,409,145,218,105,,,,,,,0.0,0.0,0.09,0.09,0.0,0.0,495,247,210,91,210,91,527,215,0.0,0.0
,,154566,0,0,0,0,0,4,2.4,2.9,2,Dominic,2.0,82,False,,,75,154566.jpg,2.0,Solanke-Mitchell,29.3,False,,a,18,6,2,103392,103392,85724,85724,0.3,0.3,Solanke,90,0,0,0,1,0,0,0,0,0,0,0,17,19.0,15.3,61.0,9.5,1,0.34,0.15,0.49,1.02,74,10,67,7,5,1,14,5,,,,,,,0.34,0.0,0.15,0.49,1.02,1.0,14,6,169,17,169,17,12,4,1.0,0.0
,,548308,0,0,0,0,0,2,1.0,1.5,0,Ashley,0.0,478,False,,,40,548308.jpg,0.0,Phillips,0.5,False,,a,18,6,0,2950,2950,2856,2856,0.0,0.0,A.Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,347,134,338,130,265,97,358,135,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,616,199,356,129,356,129,239,88,0.0,0.0
,,214572,0,0,0,0,0,1,1.0,1.5,0,Brandon,0.0,479,False,,,40,214572.jpg,0.0,Austin,0.4,False,,a,18,6,0,1761,1761,1190,1190,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,309,33,299,14,224,14,320,33,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,572,52,316,34,316,34,265,38,0.0,0.0
50.0,,202993,0,0,0,0,0,3,0.8,2.1,1,Rodrigo,1.0,480,False,Head injury - 50% chance of playing,2024-08-19T23:00:06.174776Z,50,202993.jpg,1.0,Bentancur,0.2,False,,d,18,6,1,2101,2101,3909,3909,0.2,0.2,Bentancur,77,0,0,0,1,0,0,0,1,0,0,0,15,9.8,4.8,29.0,4.4,1,0.27,0.04,0.31,0.90,159,65,134,92,23,15,72,48,,,,,,,0.32,0.0,0.05,0.37,1.05,1.17,227,146,226,103,226,103,331,110,1.17,0.0
,,570526,0,0,0,0,0,3,1.0,1.5,1,Lucas,1.0,481,False,,,45,570526.jpg,1.0,Bergvall,0.9,False,,a,18,6,1,4779,4779,2734,2734,0.2,0.2,Bergvall,12,0,0,0,0,0,0,0,0,0,0,0,9,11.8,19.4,5.0,3.6,0,0.06,0.14,0.20,0.12,138,49,48,39,127,72,89,58,,,,,,,0.45,0.0,1.05,1.5,0.9,0.0,530,273,216,95,216,95,189,64,0.0,0.0
